SITE_CODE,SURVEY_DATE,SURVEY_AREA_SQM,SURVEY_HABITAT,SURVEY_REASON,SURVEY_PRIMAY_OFFICER,SURVET_SECONDARY_OFFICER,SURVEY_COMMENTS,SURVEY_SPECIES,LARVAL_DENSITY_1,LARVAL_DENSITY_2,LARVAL_DENSITY_3,LARVAL_DENSITY_4,LARVAL_DENSITY_P,LARVAL_DENSITY_AV,LANDING_RATE_SPECIES,LAND_RATE,TREATMENT_DATE,TREATMENT_AREA_SQM,TREATMENT_PRIMARY_OFFICER,TREATMENT_SECONDARY_OFFICER,TREATMENT_COMMENT,TREATMENT_METHOD,TREATMENT_CONTROL_AGENT,Qty (kg),Rate,EVALUATION_DATE,EVALUATION_OFFICER,EVALUATION_MET,SPECIES,SAMPLE_STAGE_1,SAMPLE_STAGE_2,SAMPLE_STAGE_3,SAMPLE_STAGE_4,SAMPLE_STAGE_P,SAMPLE_STAGE_AD,MORTAILTY_LAR,MORTALITY_P,MORTALITY_AD,MORTALITY_TOTAL,RUN_FORM_7
WP33-8,6/08/2019,1500,Salt,Tidal Inundation,KM,,1. No breeding,30. No mosquitoes,,,,,,,30. No mosquitoes,1. None,,,,,,,,0.00,,,,,,,,,,,,,,,,
WP33-9,6/08/2019,1500,Salt,Tidal Inundation,KM,,1. No breeding,30. No mosquitoes,,,,,,,30. No mosquitoes,1. None,,,,,,,,0.00,,,,,,,,,,,,,,,,
WP23-10,6/08/2019,800,Salt,Tidal Inundation,KM,,1. No breeding,30. No mosquitoes,,,,,,,30. No mosquitoes,1. None,,,,,,,,0.00,,,,,,,,,,,,,,,,
WP23-8,6/08/2019,800,Salt,Tidal Inundation,KM,,1. No breeding,30. No mosquitoes,,,,,,,30. No mosquitoes,1. None,,,,,,,,0.00,,,,,,,,,,,,,,,,
WP23-15,6/08/2019,2000,Salt,Tidal Inundation,KM,,1. No breeding,30. No mosquitoes,,,,,,,30. No mosquitoes,1. None,,,,,,,,0.00,,,,,,,,,,,,,,,,
WP22-5,6/08/2019,2500,Salt,Tidal Inundation,KM,,6. Breeding mainly in open areas,1. Ae. Vigilax,,5,5,,,10,30. No mosquitoes,1. None,7/08/2019,2000,KM,,5. Breeding mainly in shallow pools,Ground,C. Vectobac 12AS (Lt),0.24,1.2,,,,,,,,,,,,,,,
WP22-1,6/08/2019,3000,Salt,Tidal Inundation,KM,,6. Breeding mainly in open areas,1. Ae. Vigilax,,5,5,,,10,30. No mosquitoes,1. None,7/08/2019,2500,KM,,5. Breeding mainly in shallow pools,Ground,C. Vectobac 12AS (Lt),0.30,1.2,,,,,,,,,,,,,,,
WP22-3,6/08/2019,2000,Salt,Tidal Inundation,KM,,6. Breeding mainly in open areas,1. Ae. Vigilax,,5,5,,,10,30. No mosquitoes,1. None,7/08/2019,3000,KM,,5. Breeding mainly in shallow pools,Ground,C. Vectobac 12AS (Lt),0.36,1.2,,,,,,,,,,,,,,,
WP22-16,6/08/2019,10000,Salt,Tidal Inundation,KM,,6. Breeding mainly in open areas,1. Ae. Vigilax,,5,5,,,10,30. No mosquitoes,1. None,7/08/2019,10000,KM,,5. Breeding mainly in shallow pools,Ground,C. Vectobac 12AS (Lt),1.20,1.2,,,,,,,,,,,,,,,
EP33-7,6/08/2019,15000,Salt,Tidal Inundation,KM,,6. Breeding mainly in open areas,1. Ae. Vigilax,,5,5,,,10,30. No mosquitoes,1. None,7/08/2019,15000,KM,,6. Breeding mainly in open areas,Ground,C. Vectobac 12AS (Lt),1.80,1.2,,,,,,,,,,,,,,,
CL44-9,6/08/2019,7000,Salt,Tidal Inundation,KM,,1. No breeding,30. No mosquitoes,,,,,,,30. No mosquitoes,1. None,,,,,,,,0.00,,,,,,,,,,,,,,,,
CL43-6,6/08/2019,1500,Salt,Tidal Inundation,KM,,1. No breeding,30. No mosquitoes,,,,,,,30. No mosquitoes,1. None,,,,,,,,0.00,,,,,,,,,,,,,,,,
CL13-2,6/08/2019,800,Salt,Tidal Inundation,KM,,1. No breeding,30. No mosquitoes,,,,,,,30. No mosquitoes,1. None,,,,,,,,0.00,,,,,,,,,,,,,,,,
RB14-12,7/08/2019,1000,Salt,Tidal Inundation,MJ,,1. No breeding,30. No mosquitoes,,,,,,,30. No mosquitoes,1. None,,,,,,,,0.00,,,,,,,,,,,,,,,,
RB14-3,7/08/2019,1000,Salt,Tidal Inundation,MJ,,1. No breeding,30. No mosquitoes,,,,,,,30. No mosquitoes,1. None,,,,,,,,0.00,,,,,,,,,,,,,,,,
CL32-5,7/08/2019,5000,Salt,Tidal Inundation,MJ,,1. No breeding,30. No mosquitoes,,,,,,,30. No mosquitoes,1. None,,,,,,,,0.00,,,,,,,,,,,,,,,,
RB14-6,7/08/2019,500,Salt,Tidal Inundation,MJ,,1. No breeding,30. No mosquitoes,,,,,,,30. No mosquitoes,1. None,,,,,,,,0.00,,,,,,,,,,,,,,,,
RB14-7,7/08/2019,400,Salt,Tidal Inundation,MJ,,1. No breeding,30. No mosquitoes,,,,,,,30. No mosquitoes,1. None,,,,,,,,0.00,,,,,,,,,,,,,,,,
RB14-5,7/08/2019,500,Salt,Tidal Inundation,MJ,,1. No breeding,30. No mosquitoes,,,,,,,30. No mosquitoes,1. None,,,,,,,,0.00,,,,,,,,,,,,,,,,
RB14-9,7/08/2019,100,Salt,Tidal Inundation,MJ,,1. No breeding,30. No mosquitoes,,,,,,,30. No mosquitoes,1. None,,,,,,,,0.00,,,,,,,,,,,,,,,,
RB13-2,8/08/2019,2300,Salt,Tidal Inundation,MJ,,1. No breeding,30. No mosquitoes,,,,,,,30. No mosquitoes,1. None,8/08/2019,2300,MJ,,1. No breeding,Ground,2. Prolink Pellets (kg),0.69,3.0,,,,,,,,,,,,,,,
RB14-11,7/08/2019,20000,Salt,Tidal Inundation,MJ,,6. Breeding mainly in open areas,1. Ae. Vigilax,,5,5,,,10,30. No mosquitoes,1. None,7/08/2019,20000,MJ,,5. Breeding mainly in shallow pools,Ground,A. Prolink Liquid (Lt),0.58,0.3,13/08/2019,MJ,Field,1. Ae. Vigilax,,,,,,,100,,,100,
RB14-10,7/08/2019,10000,Salt,Tidal Inundation,MJ,,6. Breeding mainly in open areas,1. Ae. Vigilax,,10,10,,,20,30. No mosquitoes,1. None,7/08/2019,10000,MJ,,5. Breeding mainly in shallow pools,Ground,A. Prolink Liquid (Lt),0.29,0.3,13/08/2019,MJ,Field,1. Ae. Vigilax,,,,,,,100,,,100,
RB11-1,7/08/2019,10000,Salt,Tidal Inundation,MJ,,6. Breeding mainly in open areas,1. Ae. Vigilax,,10,10,,,20,30. No mosquitoes,1. None,7/08/2019,10000,MJ,,5. Breeding mainly in shallow pools,Ground,A. Prolink Liquid (Lt),0.29,0.3,13/08/2019,MJ,Field,1. Ae. Vigilax,,,,,,,100,,,100,
RB12-1,7/08/2019,1000,Salt,Tidal Inundation,MJ,,1. No breeding,30. No mosquitoes,,,,,,,30. No mosquitoes,1. None,,,,,,,,0.00,,,,,,,,,,,,,,,,
RB12-4,8/08/2019,1200,Salt,Routine,MJ,,1. No breeding,30. No mosquitoes,,,,,,,30. No mosquitoes,1. None,8/08/2018,1200,MJ,,5. Breeding mainly in shallow pools,Ground,2. Prolink Pellets (kg),0.36,3.0,,,,,,,,,,,,,,,
RB21-4,8/08/2019,5800,Salt,Tidal Inundation,MJ,,1. No breeding,30. No mosquitoes,,,,,,,30. No mosquitoes,1. None,8/08/2019,5800,MJ,,1. No breeding,Ground,2. Prolink Pellets (kg),1.74,3.0,,,,,,,,,,,,,,,
RB21-1,8/08/2019,1000,Salt,Tidal Inundation,MJ,,1. No breeding,30. No mosquitoes,,,,,,,30. No mosquitoes,1. None,8/08/2019,1000,MJ,,1. No breeding,Ground,2. Prolink Pellets (kg),0.30,3.0,,,,,,,,,,,,,,,
RB21-3,8/08/2019,100,Salt,Tidal Inundation,MJ,,1. No breeding,30. No mosquitoes,,,,,,,30. No mosquitoes,1. None,8/08/2019,100,MJ,,1. No breeding,Ground,2. Prolink Pellets (kg),0.03,3.0,,,,,,,,,,,,,,,
RB24-2,8/08/2019,400,Salt,Tidal Inundation,MJ,,1. No breeding,30. No mosquitoes,,,,,,,30. No mosquitoes,1. None,8/08/2019,400,MJ,,1. No breeding,Ground,2. Prolink Pellets (kg),0.12,3.0,,,,,,,,,,,,,,,
RB24-3,8/08/2019,400,Salt,Tidal Inundation,MJ,,1. No breeding,30. No mosquitoes,,,,,,,30. No mosquitoes,1. None,8/08/2019,400,MJ,,1. No breeding,Ground,2. Prolink Pellets (kg),0.12,3.0,,,,,,,,,,,,,,,
RB24-4,8/08/2019,1700,Salt,Tidal Inundation,MJ,,1. No breeding,30. No mosquitoes,,,,,,,30. No mosquitoes,1. None,8/08/2019,1700,MJ,,1. No breeding,Ground,2. Prolink Pellets (kg),0.51,3.0,,,,,,,,,,,,,,,
R11-3,8/08/2019,2000,Salt,Tidal Inundation,MJ,,1. No breeding,30. No mosquitoes,,,,,,,30. No mosquitoes,1. None,8/08/2019,2000,MJ,,1. No breeding,Ground,2. Prolink Pellets (kg),0.60,3.0,,,,,,,,,,,,,,,
R11-2,8/08/2019,1600,Salt,Tidal Inundation,MJ,,1. No breeding,30. No mosquitoes,,,,,,,30. No mosquitoes,1. None,8/08/2019,1600,MJ,,1. No breeding,Ground,2. Prolink Pellets (kg),0.48,3.0,,,,,,,,,,,,,,,
R11-1,8/08/2019,100,Salt,Tidal Inundation,MJ,,1. No breeding,30. No mosquitoes,,,,,,,30. No mosquitoes,1. None,8/08/2019,100,MJ,,1. No breeding,Ground,2. Prolink Pellets (kg),0.03,3.0,,,,,,,,,,,,,,,
RB11-4,8/08/2019,900,Brackish,Tidal Inundation,MJ,,1. No breeding,30. No mosquitoes,,,,,,,30. No mosquitoes,1. None,8/08/2019,900,MJ,,1. No breeding,Ground,2. Prolink Pellets (kg),0.27,3.0,,,,,,,,,,,,,,,
R12-1,8/08/2019,1900,Brackish,Routine,MJ,,1. No breeding,30. No mosquitoes,,,,,,,30. No mosquitoes,1. None,8/08/2019,1200,MJ,,1. No breeding,Ground,2. Prolink Pellets (kg),0.36,3.0,,,,,,,,,,,,,,,
R12-12,8/08/2019,1800,Salt,Routine,MJ,,1. No breeding,30. No mosquitoes,,,,,,,30. No mosquitoes,1. None,8/08/2019,1000,MJ,,1. No breeding,Ground,2. Prolink Pellets (kg),0.30,3.0,,,,,,,,,,,,,,,
R12-11 ,8/08/2019,100,Salt,Routine,MJ,,1. No breeding,30. No mosquitoes,,,,,,,30. No mosquitoes,1. None,8/08/2019,100,MJ,,1. No breeding,Ground,2. Prolink Pellets (kg),0.03,3.0,,,,,,,,,,,,,,,
R12-13,8/08/2019,4400,Salt,Routine,MJ,,1. No breeding,30. No mosquitoes,,,,,,,30. No mosquitoes,1. None,8/08/2019,4400,MJ,,1. No breeding,Ground,2. Prolink Pellets (kg),1.32,3.0,,,,,,,,,,,,,,,
G14-16,9/08/2019,20000,Brackish,Tidal Inundation,Mj,,1. No breeding,30. No mosquitoes,,,10,,,10,30. No mosquitoes,1. None,9/08/2019,10000,MJ,,1. No breeding,Ground,2. Prolink Pellets (kg),3.00,3.0,,,,,,,,,,,,,,,
RB14-2,8/08/2019,1000,Salt,Tidal Inundation,TR,KM,6. Breeding mainly in open areas,1. Ae. Vigilax,,10,,,,10,30. No mosquitoes,1. None,8/08/2019,1000,TR,,5. Breeding mainly in shallow pools,Ground,8. VectoPrime FG (kg),0.30,3.0,,,,,,,,,,,,,,,
RB14-3,8/08/2019,1000,Salt,Tidal Inundation,TR,KM,6. Breeding mainly in open areas,1. Ae. Vigilax,,10,,,,10,30. No mosquitoes,1. None,8/08/2019,1000,TR,,5. Breeding mainly in shallow pools,Ground,8. VectoPrime FG (kg),0.30,3.0,,,,,,,,,,,,,,,
C44-3,9/08/2019,5000,Salt,Tidal Inundation,TS,,6. Breeding mainly in open areas,1. Ae. Vigilax,,,3,,,3,30. No mosquitoes,1. None,9/08/2019,5000,TS,,5. Breeding mainly in shallow pools,Ground,A. Prolink Liquid (Lt),0.15,0.3,,,,,,,,,,,,,,,
C44-2,9/08/2019,700,Dry,Tidal Inundation,TS,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,
WP33-1,9/08/2019,2000,Dry,Tidal Inundation,TS,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,
WP33-4,9/08/2019,500,Dry,Tidal Inundation,TS,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,
WP33-2,9/08/2019,300,Dry,Tidal Inundation,TS,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,
WP34-1,9/08/2019,800,Dry,Tidal Inundation,TS,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,
CL31-1,9/08/2019,3000,Salt,Tidal Inundation,TS,,6. Breeding mainly in open areas,1. Ae. Vigilax,,,,3,,3,,,9/08/2019,3000,TS,,5. Breeding mainly in shallow pools,Ground,A. Prolink Liquid (Lt),0.09,0.3,,,,,,,,,,,,,,,
CL31-15,9/08/2019,500,Salt,Tidal Inundation,TS,,6. Breeding mainly in open areas,1. Ae. Vigilax,,,,2,,2,,,9/08/2019,500,TS,,5. Breeding mainly in shallow pools,Ground,A. Prolink Liquid (Lt),0.01,0.3,,,,,,,,,,,,,,,
RB13-13,15/08/2019,500,Dry,Routine,MJ,,1. No breeding,30. No mosquitoes,,,,,,,30. No mosquitoes,1. None,,,,,,,,0.00,,,,,,,,,,,,,,,,
RB13-12,15/08/2019,500,Dry,Routine,MJ,,1. No breeding,30. No mosquitoes,,,,,,,30. No mosquitoes,1. None,,,,,,,,0.00,,,,,,,,,,,,,,,,
RB13-14,15/08/2019,500,Dry,Routine,MJ,,1. No breeding,30. No mosquitoes,,,,,,,30. No mosquitoes,1. None,,,,,,,,0.00,,,,,,,,,,,,,,,,
RB11-7,13/08/2019,500,Dry,Routine,MJ,,1. No breeding,30. No mosquitoes,,,,,,,30. No mosquitoes,1. None,,,,,,,,0.00,,,,,,,,,,,,,,,,
RB11-2,13/08/2019,500,Dry,Routine,MJ,,1. No breeding,30. No mosquitoes,,,,,,,30. No mosquitoes,1. None,,,,,,,,0.00,,,,,,,,,,,,,,,,
RB11-5,15/08/2019,500,Dry,Routine,MJ,,1. No breeding,30. No mosquitoes,,,,,,,30. No mosquitoes,1. None,,,,,,,,0.00,,,,,,,,,,,,,,,,
CB1-1,15/08/2019,400,Dry,Routine,MJ,,1. No breeding,30. No mosquitoes,,,,,,,30. No mosquitoes,1. None,,,,,,,,0.00,,,,,,,,,,,,,,,,
CB1-2,15/08/2019,800,Dry,Routine,MJ,,1. No breeding,30. No mosquitoes,,,,,,,30. No mosquitoes,1. None,,,,,,,,0.00,,,,,,,,,,,,,,,,
CB1-3,15/08/2019,300,Dry,Routine,MJ,,1. No breeding,30. No mosquitoes,,,,,,,30. No mosquitoes,1. None,,,,,,,,0.00,,,,,,,,,,,,,,,,
CB12-1,15/08/2019,400,Dry,Routine,MJ,,1. No breeding,30. No mosquitoes,,,,,,,30. No mosquitoes,1. None,,,,,,,,0.00,,,,,,,,,,,,,,,,
RL4-2,15/08/2019,1200,Dry,Routine,MJ,,1. No breeding,30. No mosquitoes,,,,,,,30. No mosquitoes,1. None,,,,,,,,0.00,,,,,,,,,,,,,,,,
RL4-1,15/08/2019,500,Dry,Routine,MJ,,1. No breeding,30. No mosquitoes,,,,,,,30. No mosquitoes,1. None,,,,,,,,0.00,,,,,,,,,,,,,,,,
RB23-3,15/08/2019,500,Dry,Routine,MJ,,1. No breeding,30. No mosquitoes,,,,,,,30. No mosquitoes,1. None,,,,,,,,0.00,,,,,,,,,,,,,,,,
RB23-2,15/08/2019,500,Dry,Routine,MJ,,1. No breeding,30. No mosquitoes,,,,,,,30. No mosquitoes,1. None,,,,,,,,0.00,,,,,,,,,,,,,,,,
RB22-1,15/08/2019,500,Dry,Routine,MJ,,1. No breeding,30. No mosquitoes,,,,,,,30. No mosquitoes,1. None,,,,,,,,0.00,,,,,,,,,,,,,,,,
RB22-2,15/08/2019,100,Drain,Routine,MJ,,1. No breeding,30. No mosquitoes,,,,,,,30. No mosquitoes,1. None,,,,,,,,0.00,,,,,,,,,,,,,,,,
CL32-9,16/08/2019,400,Dry,Routine,MJ,,1. No breeding,30. No mosquitoes,,,,,,,30. No mosquitoes,1. None,,,,,,,,0.00,,,,,,,,,,,,,,,,
Cl32-7,16/08/2019,1000,Dry,Routine,MJ,,1. No breeding,30. No mosquitoes,,,,,,,30. No mosquitoes,1. None,,,,,,,,0.00,,,,,,,,,,,,,,,,
CL32-6,16/08/2019,200,Dry,Routine,MJ,,1. No breeding,30. No mosquitoes,,,,,,,30. No mosquitoes,1. None,,,,,,,,0.00,,,,,,,,,,,,,,,,
CL32-8,16/08/2019,800,Dry,Routine,MJ,,1. No breeding,30. No mosquitoes,,,,,,,30. No mosquitoes,1. None,,,,,,,,0.00,,,,,,,,,,,,,,,,
CL32-1,16/08/2019,5000,Salt,Routine,MJ,,6. Breeding mainly in open areas,7. Cx. Sitiens,,,10,,,10,30. No mosquitoes,1. None,16/08/2019,500,MJ,,8. Site only partly inundated,Ground,2. Prolink Pellets (kg),0.15,3.0,,,,,,,,,,,,,,,
CL32-2,16/08/2019,5000,Salt,Routine,MJ,,1. No breeding,30. No mosquitoes,,,,,,,30. No mosquitoes,1. None,,,,,,,,0.00,,,,,,,,,,,,,,,,
RB42-1,16/08/2019,1000,Fresh,Routine,MJ,,1. No breeding,30. No mosquitoes,,,,,,,30. No mosquitoes,1. None,,,,,,,,0.00,,,,,,,,,,,,,,,,
RB13-8,16/08/2019,2000,Fresh,Routine,MJ,,1. No breeding,30. No mosquitoes,,,,,,,30. No mosquitoes,1. None,,,,,,,,0.00,,,,,,,,,,,,,,,,
RB13-9,16/08/2019,2000,Fresh,Routine,MJ,,1. No breeding,30. No mosquitoes,,,,,,,30. No mosquitoes,1. None,,,,,,,,0.00,,,,,,,,,,,,,,,,
RB13-10,16/08/2019,2000,Fresh,Routine,MJ,,1. No breeding,30. No mosquitoes,,,,,,,30. No mosquitoes,1. None,,,,,,,,0.00,,,,,,,,,,,,,,,,
RB12-1,16/08/2019,500,Salt,Routine,MJ,,1. No breeding,30. No mosquitoes,,,,,,,30. No mosquitoes,1. None,,,,,,,,0.00,,,,,,,,,,,,,,,,
RB12-3,16/08/2019,500,Fresh,Routine,MJ,,1. No breeding,30. No mosquitoes,,,,,,,30. No mosquitoes,1. None,,,,,,,,0.00,,,,,,,,,,,,,,,,
RB12-5,16/08/2019,1800,Dry,Routine,MJ,,1. No breeding,30. No mosquitoes,,,,,,,30. No mosquitoes,1. None,,,,,,,,0.00,,,,,,,,,,,,,,,,
RB12-6,16/08/2019,1000,Dry,Routine,MJ,,1. No breeding,30. No mosquitoes,,,,,,,30. No mosquitoes,1. None,,,,,,,,0.00,,,,,,,,,,,,,,,,
RB12-7,16/08/2019,1000,Dry,Routine,MJ,,1. No breeding,30. No mosquitoes,,,,,,,30. No mosquitoes,1. None,,,,,,,,0.00,,,,,,,,,,,,,,,,
RB3-1,16/08/2019,1000,Fresh,Routine,MJ,,1. No breeding,30. No mosquitoes,,,,,,,30. No mosquitoes,1. None,,,,,,,,0.00,,,,,,,,,,,,,,,,
RB13-7,16/08/2019,300,Dry,Routine,MJ,,1. No breeding,30. No mosquitoes,,,,,,,30. No mosquitoes,1. None,,,,,,,,0.00,,,,,,,,,,,,,,,,
RB13-6,16/08/2019,300,Dry,Routine,MJ,,1. No breeding,30. No mosquitoes,,,,,,,30. No mosquitoes,1. None,,,,,,,,0.00,,,,,,,,,,,,,,,,
RB24-5,16/08/2019,2000,Dry,Routine,MJ,,1. No breeding,30. No mosquitoes,,,,,,,30. No mosquitoes,1. None,,,,,,,,0.00,,,,,,,,,,,,,,,,
PTTN33-7,16/08/2019,500,Dry,Routine,MJ,,1. No breeding,30. No mosquitoes,,,,,,,30. No mosquitoes,1. None,16/08/2019,500,MJ,,1. No breeding,Ground,2. Prolink Pellets (kg),0.15,3.0,,,,,,,,,,,,,,,
PTTN33-1,16/08/2019,1400,Salt,Routine,MJ,,1. No breeding,30. No mosquitoes,,,,,,,30. No mosquitoes,1. None,16/08/2019,1400,MJ,,8. Site only partly inundated,Ground,2. Prolink Pellets (kg),0.42,3.0,,,,,,,,,,,,,,,
R21-2,16/08/2019,1600,Dry,Routine,MJ,,1. No breeding,30. No mosquitoes,,,,,,,30. No mosquitoes,1. None,16/08/2019,1600,MJ,,8. Site only partly inundated,Ground,2. Prolink Pellets (kg),0.48,3.0,,,,,,,,,,,,,,,
PTN33-6,16/08/2019,2000,Dry,Routine,MJ,,1. No breeding,30. No mosquitoes,,,,,,,30. No mosquitoes,1. None,16/08/2019,2000,MJ,,1. No breeding,Ground,2. Prolink Pellets (kg),0.60,3.0,,,,,,,,,,,,,,,
PTNN33-5,16/08/2019,400,Dry,Routine,MJ,,1. No breeding,30. No mosquitoes,,,,,,,30. No mosquitoes,1. None,16/08/2019,400,MJ,,1. No breeding,Ground,2. Prolink Pellets (kg),0.12,3.0,,,,,,,,,,,,,,,
PTTN33-2,16/08/2019,3000,Brackish,Routine,MJ,,1. No breeding,30. No mosquitoes,,,,,,,30. No mosquitoes,1. None,16/08/2019,3000,MJ,,1. No breeding,Ground,2. Prolink Pellets (kg),0.90,3.0,,,,,,,,,,,,,,,
PTTN33-3,16/08/2019,2000,Dry,Routine,MJ,,1. No breeding,30. No mosquitoes,,,,,,,30. No mosquitoes,1. None,,,,,,,,0.00,,,,,,,,,,,,,,,,
RB42-1,20/08/2019,1000,Dry,Routine,MJ,,1. No breeding,30. No mosquitoes,,,,,,,30. No mosquitoes,1. None,,,,,,,,0.00,,,,,,,,,,,,,,,,
G14-2,20/08/2019,33100,Brackish,Routine,MJ,,1. No breeding,30. No mosquitoes,,,,,,,30. No mosquitoes,1. None,20/08/2019,30000,MJ,,1. No breeding,Ground,2. Prolink Pellets (kg),9.00,3.0,,,,,,,,,,,,,,,
RB11-6,20/08/2019,1900,Fresh,Routine,MJ,,1. No breeding,30. No mosquitoes,,,,,,,30. No mosquitoes,1. None,,,,,,,,0.00,,,,,,,,,,,,,,,,
RB22-2,20/08/2019,100,Drain,Routine,MJ,,1. No breeding,30. No mosquitoes,,,,,,,30. No mosquitoes,1. None,,,,,,,,0.00,,,,,,,,,,,,,,,,
RB22-1,20/08/2019,3000,Fresh,Routine,MJ,,1. No breeding,30. No mosquitoes,,,,,,,30. No mosquitoes,1. None,,,,,,,,0.00,,,,,,,,,,,,,,,,
R7-7,20/08/2019,3000,Fresh,Routine,MJ,,1. No breeding,30. No mosquitoes,,,,,,,30. No mosquitoes,1. None,,,,,,,,0.00,,,,,,,,,,,,,,,,
PAIS-1,7/08/2019,5000,Salt,Tidal Inundation,TS,KM,6. Breeding mainly in open areas,1. Ae. Vigilax,,10,,,,10,,,9/08/2019,1235804,TR,,11. McDermotts Aviation used,Aerial,A. Prolink Liquid (Lt),35.84,0.3,,,,,,,,,,,,,,,
LAIS-1,7/08/2019,5000,Salt,Tidal Inundation,TS,KM,6. Breeding mainly in open areas,1. Ae. Vigilax,,10,,,,10,,,9/08/2019,1326186,TR,,11. McDermotts Aviation used,Aerial,A. Prolink Liquid (Lt),38.46,0.3,,,,,,,,,,,,,,,
LOIS-1,11/08/2019,0,Salt,Tidal Inundation,TS,,14. No survey undertaken,1. Ae. Vigilax,,,,,,10,,,9/08/2019,935854,TR,,11. McDermotts Aviation used,Aerial,A. Prolink Liquid (Lt),27.14,0.3,,,,,,,,,,,,,,,
GAIS-1,11/08/2019,0,Salt,Tidal Inundation,TS,,14. No survey undertaken,1. Ae. Vigilax,,,,,,10,,,9/08/2019,361368,TR,,11. McDermotts Aviation used,Aerial,A. Prolink Liquid (Lt),10.48,0.3,,,,,,,,,,,,,,,
RUIS-2,7/08/2019,5000,Salt,Tidal Inundation,TR,,6. Breeding mainly in open areas,1. Ae. Vigilax,,10,,,,10,,,9/08/2019,255028,TR,,11. McDermotts Aviation used,Aerial,A. Prolink Liquid (Lt),7.40,0.3,,,,,,,,,,,,,,,
C44-6,7/08/2019,5000,Salt,Tidal Inundation,TR,KM,6. Breeding mainly in open areas,1. Ae. Vigilax,,10,,,,10,,,9/08/2019,266745,TR,,11. McDermotts Aviation used,Aerial,A. Prolink Liquid (Lt),7.74,0.3,,,,,,,,,,,,,,,
W44-1,7/08/2019,5000,Salt,Tidal Inundation,MJ,,6. Breeding mainly in open areas,1. Ae. Vigilax,,10,,,,10,,,9/08/2019,202870,TR,,11. McDermotts Aviation used,Aerial,A. Prolink Liquid (Lt),5.88,0.3,,,,,,,,,,,,,,,
G12-2,7/08/2019,3000,Salt,Tidal Inundation,MJ,,6. Breeding mainly in open areas,1. Ae. Vigilax,,10,,,,10,,,9/08/2019,85442,TR,,11. McDermotts Aviation used,Aerial,A. Prolink Liquid (Lt),2.48,0.3,,,,,,,,,,,,,,,
RB14-11,7/08/2019,5000,Salt,Tidal Inundation,MJ,,6. Breeding mainly in open areas,1. Ae. Vigilax,,10,,,,10,,,9/08/2019,112096,TR,,11. McDermotts Aviation used,Aerial,A. Prolink Liquid (Lt),3.25,0.3,,,,,,,,,,,,,,,
G12-3,7/08/2019,1000,Salt,Tidal Inundation,MJ,,6. Breeding mainly in open areas,1. Ae. Vigilax,,10,,,,10,,,9/08/2019,24597,TR,,11. McDermotts Aviation used,Aerial,A. Prolink Liquid (Lt),0.71,0.3,,,,,,,,,,,,,,,
G12-4,7/08/2019,5000,Salt,Tidal Inundation,MJ,,6. Breeding mainly in open areas,1. Ae. Vigilax,,10,,,,10,,,9/08/2019,530118,TR,,11. McDermotts Aviation used,Aerial,A. Prolink Liquid (Lt),15.37,0.3,,,,,,,,,,,,,,,
RUIS-3,7/08/2019,20000,Salt,Tidal Inundation,TR,,6. Breeding mainly in open areas,1. Ae. Vigilax,,10,,,,10,,,9/08/2019,26971,TR,,11. McDermotts Aviation used,Aerial,A. Prolink Liquid (Lt),0.78,0.3,,,,,,,,,,,,,,,
RUIS-5,7/08/2019,20000,Salt,Tidal Inundation,TR,,6. Breeding mainly in open areas,1. Ae. Vigilax,,10,,,,10,,,9/08/2019,263859,TR,,11. McDermotts Aviation used,Aerial,A. Prolink Liquid (Lt),7.65,0.3,,,,,,,,,,,,,,,
RB14-12,7/08/2019,20000,Salt,Tidal Inundation,MJ,,6. Breeding mainly in open areas,1. Ae. Vigilax,,10,,,,10,,,9/08/2019,19836,TR,,11. McDermotts Aviation used,Aerial,A. Prolink Liquid (Lt),0.58,0.3,,,,,,,,,,,,,,,
KAIS-1,23/08/2019,1000,Dry,Routine,TR,BR,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,
KAIS-2,23/08/2019,3600,Dry,Routine,TR,BR,1. No breeding,30. No mosquitoes,,,,,,,,,23/08/2019,3600,TR,,1. No breeding,Ground,2. Prolink Pellets (kg),1.08,3.0,,,,,,,,,,,,,,,
KAIS-3,23/08/2019,100,Dry,Routine,TR,BR,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,
KAIS-4,23/08/2019,4500,Salt,Routine,TR,BR,1. No breeding,30. No mosquitoes,,,,,,,,,23/08/2019,4500,TR,,1. No breeding,Ground,2. Prolink Pellets (kg),1.35,3.0,,,,,,,,,,,,,,,
